"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2021,"Athletic Club","La Liga","opponent",27,38,41,370,105,28.4,9.74,2.76,0.1,0.34,18.8,15,5,6,37.7,33.1,0.09,3.3,2.9,"https://fbref.com/en/squads/2b390eca/2020-2021/Athletic-Club-Stats"
2021,"Atlético Madrid","La Liga","team",25,38,65,452,178,39.4,11.89,4.68,0.13,0.34,17.6,13,5,7,52.8,47.2,0.11,12.2,12.8,"https://fbref.com/en/squads/db3b9613/2020-2021/Atletico-Madrid-Stats"
2021,"Atlético Madrid","La Liga","opponent",25,38,22,357,119,33.3,9.39,3.13,0.06,0.18,18.6,14,1,4,37.1,34,0.1,-15.1,-13,"https://fbref.com/en/squads/db3b9613/2020-2021/Atletico-Madrid-Stats"
2021,"Augsburg","Bundesliga","team",25,34,35,332,108,32.5,9.76,3.18,0.1,0.31,18.1,10,2,5,37.3,33.4,0.1,-2.3,-0.4,"https://fbref.com/en/squads/0cdc4311/2020-2021/Augsburg-Stats"
2021,"Augsburg","Bundesliga","opponent",25,34,51,480,171,35.6,14.12,5.03,0.09,0.26,17.3,14,6,9,57.3,50.3,0.11,-6.3,-5.3,"https://fbref.com/en/squads/0cdc4311/2020-2021/Augsburg-Stats"
2021,"Barcelona","La Liga","team",25,38,80,575,231,40.2,15.13,6.08,0.13,0.33,17.1,43,4,8,73.5,67.1,0.12,6.5,8.9,"https://fbref.com/en/squads/206d90db/2020-2021/Barcelona-Stats"
2021,"Barcelona","La Liga","opponent",25,38,36,323,125,38.7,8.5,3.29,0.1,0.25,17.4,14,5,5,40.8,36.9,0.12,-4.8,-5.9,"https://fbref.com/en/squads/206d90db/2020-2021/Barcelona-Stats"
2021,"Bayern Munich","Bundesliga","team",29,34,98,572,219,38.3,16.82,6.44,0.16,0.41,16.9,9,9,10,75.9,68.1,0.12,22.1,20.9,"https://fbref.com/en/squads/054efa67/2020-2021/Bayern-Munich-Stats"
2021,"Bayern Munich","Bundesliga","opponent",29,34,44,341,125,36.7,10.03,3.68,0.13,0.34,18.2,11,1,3,40.2,37.8,0.11,3.8,5.2,"https://fbref.com/en/squads/054efa67/2020-2021/Bayern-Munich-Stats"
2021,"Benevento","Serie A","team",29,38,40,411,128,31.1,10.82,3.37,0.09,0.27,17.7,17,5,7,40.6,35,0.09,-0.6,0,"https://fbref.com/en/squads/4fcb34fd/2020-2021/Benevento-Stats"
2021,"Benevento","Serie A","opponent",29,38,69,498,172,34.5,13.11,4.53,0.13,0.38,17,19,4,5,64.3,60.5,0.12,4.7,4.5,"https://fbref.com/en/squads/4fcb34fd/2020-2021/Benevento-Stats"
2021,"Betis","La Liga","team",25,38,50,432,145,33.6,11.37,3.82,0.1,0.29,18.9,16,8,11,49.1,40.5,0.1,0.9,1.5,"https://fbref.com/en/squads/fc536746/2020-2021/Real-Betis-Stats"
2021,"Betis","La Liga","opponent",25,38,47,356,126,35.4,9.37,3.32,0.11,0.31,17.7,17,8,10,46.8,39.2,0.11,0.2,-0.2,"https://fbref.com/en/squads/fc536746/2020-2021/Real-Betis-Stats"
2021,"Bologna","Serie A","team",37,38,49,495,175,35.4,13.03,4.61,0.09,0.26,18.5,24,3,4,54.6,51.1,0.11,-5.6,-5.1,"https://fbref.com/en/squads/1d8099f8/2020-2021/Bologna-Stats"
2021,"Bologna","Serie A","opponent",37,38,63,531,184,34.7,13.97,4.84,0.11,0.3,17.7,21,7,9,62.6,56.1,0.11,0.4,-0.1,"https://fbref.com/en/squads/1d8099f8/2020-2021/Bologna-Stats"
2021,"Bordeaux","Ligue 1","team",28,38,41,417,137,32.9,10.97,3.61,0.09,0.27,17.4,20,4,4,43.5,40.4,0.1,-2.5,-3.4,"https://fbref.com/en/squads/123f3efe/2020-2021/Bordeaux-Stats"
2021,"Bordeaux","Ligue 1","opponent",28,38,55,465,148,31.8,12.24,3.89,0.1,0.32,18,25,7,8,54.9,48.8,0.11,0.1,-0.8,"https://fbref.com/en/squads/123f3efe/2020-2021/Bordeaux-Stats"
2021,"Brest","Ligue 1","team",26,38,48,445,155,34.8,11.71,4.08,0.1,0.29,17.2,26,3,4,50,46.8,0.11,-2,-1.8,"https://fbref.com/en/squads/fb08dbb3/2020-2021/Brest-Stats"
2021,"Brest","Ligue 1","opponent",26,38,64,474,170,35.9,12.47,4.47,0.12,0.32,17.8,17,9,11,58.1,49.4,0.11,5.9,5.6,"https://fbref.com/en/squads/fb08dbb3/2020-2021/Brest-Stats"
2021,"Brighton","Premier League","team",27,38,39,478,134,28,12.58,3.53,0.07,0.25,17.4,15,6,9,50.9,43.8,0.09,-11.9,-10.8,"https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats"
2021,"Brighton","Premier League","opponent",27,38,44,351,119,33.9,9.24,3.13,0.11,0.32,18.6,10,6,7,35.3,29.8,0.09,8.7,8.2,"https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats"
2021,"Burnley","Premier League","team",25,38,32,381,124,32.5,10.03,3.26,0.08,0.23,17.4,15,3,3,39.3,36.9,0.1,-7.3,-7.9,"https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats"
2021,"Burnley","Premier League","opponent",25,38,54,567,176,31,14.92,4.63,0.09,0.29,17.4,13,3,3,54.7,52.3,0.09,-0.7,-1.3,"https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats"
2021,"Cagliari","Serie A","team",32,38,43,429,122,28.4,11.29,3.21,0.09,0.32,17.4,13,4,5,47.1,43.4,0.1,-4.1,-4.4,"https://fbref.com/en/squads/c4260e09/2020-2021/Cagliari-Stats"
2021,"Cagliari","Serie A","opponent",32,38,59,550,198,36,14.47,5.21,0.1,0.27,17,20,5,5,61.7,57.8,0.11,-2.7,-3.8,"https://fbref.com/en/squads/c4260e09/2020-2021/Cagliari-Stats"
2021,"Celta Vigo","La Liga","team",30,38,55,350,133,38,9.21,3.5,0.14,0.36,17,13,7,7,50.4,44.9,0.13,4.6,3.1,"https://fbref.com/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats"
2021,"Celta Vigo","La Liga","opponent",30,38,56,406,130,32,10.68,3.42,0.12,0.38,17.9,23,7,8,51,45,0.12,5,4,"https://fbref.com/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats"
2021,"Chelsea","Premier League","team",27,38,56,546,193,35.3,14.37,5.08,0.09,0.25,17.1,16,8,10,62.4,54.5,0.1,-6.4,-6.5,"https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats"
2021,"Chelsea","Premier League","opponent",27,38,35,332,103,31,8.74,2.71,0.1,0.31,19.3,15,3,4,30.3,27.1,0.08,4.7,4.9,"https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats"
2021,"Crotone","Serie A","team",31,38,44,353,111,31.4,9.29,2.92,0.1,0.32,18.8,15,9,9,40.4,33.4,0.1,3.6,1.6,"https://fbref.com/en/squads/3074d7b1/2020-2021/Crotone-Stats"
2021,"Crotone","Serie A","opponent",31,38,90,588,211,35.9,15.47,5.55,0.14,0.4,16.8,30,5,5,70.8,67,0.12,19.2,18,"https://fbref.com/en/squads/3074d7b1/2020-2021/Crotone-Stats"
2021,"Crystal Palace","Premier League","team",24,38,39,345,127,36.8,9.08,3.34,0.1,0.28,17.6,18,3,4,34.1,31,0.09,4.9,5,"https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats"
2021,"Crystal Palace","Premier League","opponent",24,38,66,535,170,31.8,14.08,4.47,0.12,0.37,16.7,29,3,4,58.2,55.1,0.11,7.8,7.9,"https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats"
2021,"Cádiz","La Liga","team",34,38,33,299,97,32.4,7.87,2.55,0.1,0.3,17.6,14,4,4,34.7,31.6,0.11,-1.7,-2.6,"https://fbref.com/en/squads/ee7c297c/2020-2021/Cadiz-Stats"
2021,"Cádiz","La Liga","opponent",34,38,57,439,140,31.9,11.55,3.68,0.11,0.34,18,19,9,10,55.4,47.6,0.11,1.6,0.4,"https://fbref.com/en/squads/ee7c297c/2020-2021/Cadiz-Stats"
2021,"Dijon","Ligue 1","team",33,38,25,345,87,25.2,9.08,2.29,0.06,0.25,18.2,9,3,5,33.7,29.9,0.09,-8.7,-7.9,"https://fbref.com/en/squads/8dfb7350/2020-2021/Dijon-Stats"
2021,"Dijon","Ligue 1","opponent",33,38,71,524,181,34.5,13.79,4.76,0.12,0.35,16.7,27,7,10,72.5,64.6,0.13,-1.5,-0.6,"https://fbref.com/en/squads/8dfb7350/2020-2021/Dijon-Stats"
2021,"Dortmund","Bundesliga","team",26,34,74,488,184,37.7,14.35,5.41,0.15,0.39,16.7,14,3,7,66.2,60.4,0.12,7.8,10.6,"https://fbref.com/en/squads/add600ae/2020-2021/Dortmund-Stats"
2021,"Dortmund","Bundesliga","opponent",26,34,45,370,130,35.1,10.88,3.82,0.11,0.3,18.4,12,6,6,41.6,36.9,0.1,3.4,2.1,"https://fbref.com/en/squads/add600ae/2020-2021/Dortmund-Stats"
2021,"Eibar","La Liga","team",30,38,29,443,127,28.7,11.66,3.34,0.06,0.2,18.1,14,4,9,45.2,38.3,0.09,-16.2,-13.3,"https://fbref.com/en/squads/bea5c710/2020-2021/Eibar-Stats"
2021,"Eibar","La Liga","opponent",30,38,52,345,131,38,9.08,3.45,0.14,0.37,17.2,12,3,5,45.7,41.7,0.13,6.3,7.3,"https://fbref.com/en/squads/bea5c710/2020-2021/Eibar-Stats"
2021,"Eint Frankfurt","Bundesliga","team",25,34,63,442,162,36.7,13,4.76,0.12,0.34,16.3,12,8,8,58.5,52.2,0.12,4.5,2.8,"https://fbref.com/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats"
2021,"Eint Frankfurt","Bundesliga","opponent",25,34,51,429,151,35.2,12.62,4.44,0.11,0.31,17.6,11,4,6,46.9,42.1,0.1,4.1,4.9,"https://fbref.com/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats"
2021,"Elche","La Liga","team",30,38,33,265,86,32.5,6.97,2.26,0.12,0.36,16.8,12,2,3,29.9,27.5,0.11,3.1,3.5,"https://fbref.com/en/squads/6c8b07df/2020-2021/Elche-Stats"
2021,"Elche","La Liga","opponent",30,38,54,464,154,33.2,12.21,4.05,0.1,0.31,17.7,20,6,10,60.9,53.2,0.12,-6.9,-5.2,"https://fbref.com/en/squads/6c8b07df/2020-2021/Elche-Stats"
2021,"Everton","Premier League","team",29,38,45,395,143,36.2,10.39,3.76,0.1,0.29,17.2,15,4,5,45.7,41.9,0.11,-0.7,-0.9,"https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats"
2021,"Everton","Premier League","opponent",29,38,47,501,158,31.5,13.18,4.16,0.09,0.28,18,23,3,4,50.1,46.9,0.1,-3.1,-2.9,"https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats"
2021,"Fiorentina","Serie A","team",30,38,44,366,115,31.4,9.63,3.03,0.1,0.33,16.9,14,6,6,44.9,40.2,0.11,-0.9,-2.2,"https://fbref.com/en/squads/421387cf/2020-2021/Fiorentina-Stats"
2021,"Fiorentina","Serie A","opponent",30,38,57,444,141,31.8,11.68,3.71,0.11,0.35,17.4,21,8,11,61.5,52.8,0.12,-4.5,-3.8,"https://fbref.com/en/squads/421387cf/2020-2021/Fiorentina-Stats"
2021,"Freiburg","Bundesliga","team",24,34,51,383,140,36.6,11.26,4.12,0.12,0.32,17.3,17,6,6,45.5,40.9,0.11,5.5,4.1,"https://fbref.com/en/squads/a486e511/2020-2021/Freiburg-Stats"
2021,"Freiburg","Bundesliga","opponent",24,34,50,498,170,34.1,14.65,5,0.09,0.27,19.1,24,4,6,52.4,47.7,0.1,-2.4,-1.7,"https://fbref.com/en/squads/a486e511/2020-2021/Freiburg-Stats"
2021,"Fulham","Premier League","team",28,38,26,436,125,28.7,11.47,3.29,0.05,0.18,18.3,12,3,6,40.5,35.9,0.08,-14.5,-12.9,"https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats"
2021,"Fulham","Premier League","opponent",28,38,52,421,163,38.7,11.08,4.29,0.11,0.28,17,27,7,7,52.6,47.2,0.12,-0.6,-2.2,"https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats"
2021,"Genoa","Serie A","team",34,38,46,338,120,35.5,8.89,3.16,0.12,0.35,18,11,4,4,38.8,35.6,0.11,7.2,6.4,"https://fbref.com/en/squads/658bf2de/2020-2021/Genoa-Stats"
2021,"Genoa","Serie A","opponent",34,38,56,535,181,33.8,14.08,4.76,0.09,0.27,17.6,24,7,7,60.5,55.4,0.11,-4.5,-6.4,"https://fbref.com/en/squads/658bf2de/2020-2021/Genoa-Stats"
2021,"Getafe","La Liga","team",31,38,27,355,97,27.3,9.34,2.55,0.07,0.25,18.8,24,3,5,34.4,30.5,0.09,-7.4,-6.5,"https://fbref.com/en/squads/7848bd64/2020-2021/Getafe-Stats"
2021,"Getafe","La Liga","opponent",31,38,40,312,103,33,8.21,2.71,0.11,0.32,18.4,13,7,8,40.3,34,0.11,-0.3,-1,"https://fbref.com/en/squads/7848bd64/2020-2021/Getafe-Stats"
2021,"Gladbach","Bundesliga","team",23,34,63,443,165,37.2,13.03,4.85,0.12,0.32,17.4,12,10,11,54.9,46.5,0.11,8.1,6.5,"https://fbref.com/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats"
2021,"Gladbach","Bundesliga","opponent",23,34,56,450,145,32.2,13.24,4.26,0.11,0.34,18,13,6,6,45.7,41.1,0.09,10.3,8.9,"https://fbref.com/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats"
2021,"Granada","La Liga","team",34,38,47,354,121,34.2,9.32,3.18,0.12,0.36,19.1,21,3,5,41.1,37.3,0.11,5.9,6.7,"https://fbref.com/en/squads/a0435291/2020-2021/Granada-Stats"
2021,"Granada","La Liga","opponent",34,38,64,468,159,34,12.32,4.18,0.12,0.36,17.4,15,6,12,56.2,46.8,0.1,7.8,11.2,"https://fbref.com/en/squads/a0435291/2020-2021/Granada-Stats"
2021,"Hellas Verona","Serie A","team",32,38,38,400,118,29.5,10.53,3.11,0.09,0.3,16.2,13,3,3,45.3,43,0.11,-7.3,-8,"https://fbref.com/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats"
2021,"Hellas Verona","Serie A","opponent",32,38,46,530,139,26.2,13.95,3.66,0.08,0.29,16.7,21,6,7,49.5,44.6,0.09,-3.5,-4.6,"https://fbref.com/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats"
2021,"Hertha BSC","Bundesliga","team",32,34,40,377,142,37.7,11.09,4.18,0.1,0.25,18.4,12,4,6,41.9,37.2,0.1,-1.9,-1.2,"https://fbref.com/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats"
2021,"Hertha BSC","Bundesliga","opponent",32,34,51,421,133,31.6,12.38,3.91,0.1,0.33,18.2,14,7,8,47.4,41.1,0.1,3.6,2.9,"https://fbref.com/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats"
2021,"Hoffenheim","Bundesliga","team",30,34,51,424,149,35.1,12.47,4.38,0.11,0.31,17.5,20,5,6,51.9,47.3,0.11,-0.9,-1.3,"https://fbref.com/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats"
2021,"Hoffenheim","Bundesliga","opponent",30,34,52,373,137,36.7,10.97,4.03,0.12,0.34,16.5,12,6,9,53.1,46.4,0.13,-1.1,-0.4,"https://fbref.com/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats"
2021,"Huesca","La Liga","team",27,38,32,404,130,32.2,10.63,3.42,0.07,0.22,18,13,3,4,38.9,36.1,0.09,-6.9,-7.1,"https://fbref.com/en/squads/c6c493e6/2020-2021/Huesca-Stats"
2021,"Huesca","La Liga","opponent",27,38,51,416,144,34.6,10.95,3.79,0.11,0.32,17.8,22,5,5,48.4,44.6,0.11,2.6,1.4,"https://fbref.com/en/squads/c6c493e6/2020-2021/Huesca-Stats"
2021,"Inter","Serie A","team",25,38,84,543,194,35.7,14.29,5.11,0.14,0.39,16.3,17,8,9,74.2,67.2,0.13,9.8,8.8,"https://fbref.com/en/squads/d609edc0/2020-2021/Internazionale-Stats"
2021,"Inter","Serie A","opponent",25,38,34,379,111,29.3,9.97,2.92,0.08,0.26,18,14,5,7,39.8,34.4,0.09,-5.8,-5.4,"https://fbref.com/en/squads/d609edc0/2020-2021/Internazionale-Stats"
2021,"Juventus","Serie A","team",30,38,76,585,206,35.2,15.39,5.42,0.12,0.33,16.8,23,8,10,74.4,67,0.12,1.6,1,"https://fbref.com/en/squads/e0652b02/2020-2021/Juventus-Stats"
2021,"Juventus","Serie A","opponent",30,38,36,424,112,26.4,11.16,2.95,0.07,0.27,20,23,6,9,39.4,32.3,0.08,-3.4,-2.3,"https://fbref.com/en/squads/e0652b02/2020-2021/Juventus-Stats"
2021,"Köln","Bundesliga","team",28,34,33,354,103,29.1,10.41,3.03,0.08,0.28,17.2,9,4,6,40.5,35.9,0.1,-7.5,-6.9,"https://fbref.com/en/squads/bc357bf7/2020-2021/Koln-Stats"
2021,"Köln","Bundesliga","opponent",28,34,60,408,149,36.5,12,4.38,0.13,0.35,17.2,16,8,9,53.6,46.5,0.12,6.4,5.5,"https://fbref.com/en/squads/bc357bf7/2020-2021/Koln-Stats"
2021,"Lazio","Serie A","team",30,38,59,514,175,34,13.53,4.61,0.1,0.3,17.3,14,6,10,58.2,50.7,0.1,0.8,2.3,"https://fbref.com/en/squads/7213da33/2020-2021/Lazio-Stats"
2021,"Lazio","Serie A","opponent",30,38,53,391,141,36.1,10.29,3.71,0.11,0.3,18,12,10,10,47.3,38.9,0.1,5.7,4.1,"https://fbref.com/en/squads/7213da33/2020-2021/Lazio-Stats"
2021,"Leeds United","Premier League","team",23,38,60,518,193,37.3,13.63,5.08,0.11,0.29,16.9,9,4,4,55.6,52.5,0.1,4.4,3.5,"https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats"
2021,"Leeds United","Premier League","opponent",23,38,52,549,189,34.4,14.45,4.97,0.08,0.23,18,20,8,9,57.9,50.7,0.09,-5.9,-6.7,"https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats"
2021,"Leicester City","Premier League","team",27,38,64,473,170,35.9,12.45,4.47,0.11,0.32,18.6,20,10,12,55.8,46.3,0.1,8.2,7.7,"https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats"
2021,"Leicester City","Premier League","opponent",27,38,48,366,132,36.1,9.63,3.47,0.12,0.33,16.1,17,4,4,46,42.9,0.12,2,1.1,"https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats"
2021,"Lens","Ligue 1","team",27,38,53,434,133,30.6,11.42,3.5,0.1,0.32,18.5,22,10,12,56.4,47.3,0.11,-3.4,-4.3,"https://fbref.com/en/squads/fd4e0f7d/2020-2021/Lens-Stats"
2021,"Lens","Ligue 1","opponent",27,38,51,401,132,32.9,10.55,3.47,0.1,0.3,18.4,24,11,11,46.8,38.1,0.1,4.2,1.9,"https://fbref.com/en/squads/fd4e0f7d/2020-2021/Lens-Stats"
2021,"Levante","La Liga","team",29,38,45,376,125,33.2,9.89,3.29,0.11,0.34,18.2,10,3,6,40.4,35.7,0.1,4.6,6.3,"https://fbref.com/en/squads/9800b6a1/2020-2021/Levante-Stats"
2021,"Levante","La Liga","opponent",29,38,55,459,160,34.9,12.08,4.21,0.11,0.33,17,17,3,4,53.4,50.6,0.11,1.6,1.4,"https://fbref.com/en/squads/9800b6a1/2020-2021/Levante-Stats"
2021,"Leverkusen","Bundesliga","team",30,34,52,440,164,37.3,12.94,4.82,0.11,0.3,17.9,12,3,3,46.3,44,0.1,5.7,5,"https://fbref.com/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats"
2021,"Leverkusen","Bundesliga","opponent",30,34,37,345,110,31.9,10.15,3.24,0.1,0.33,17.8,16,1,2,39.2,37.6,0.11,-2.2,-1.6,"https://fbref.com/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats"
2021,"Lille","Ligue 1","team",21,38,62,481,178,37,12.66,4.68,0.12,0.32,19.6,22,5,5,48.5,44.5,0.09,13.5,12.5,"https://fbref.com/en/squads/cb188c0c/2020-2021/Lille-Stats"
2021,"Lille","Ligue 1","opponent",21,38,21,335,105,31.3,8.82,2.76,0.06,0.19,18.4,13,1,2,29.8,28.3,0.09,-8.8,-8.3,"https://fbref.com/en/squads/cb188c0c/2020-2021/Lille-Stats"
2021,"Liverpool","Premier League","team",28,38,65,602,204,33.9,15.84,5.37,0.1,0.29,17.1,22,6,6,67.5,62.9,0.11,-2.5,-3.9,"https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats"
2021,"Liverpool","Premier League","opponent",28,38,42,324,135,41.7,8.53,3.55,0.12,0.28,17.4,12,4,8,43,36.9,0.12,-1,1.1,"https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats"
2021,"Lorient","Ligue 1","team",27,38,49,416,130,31.3,10.95,3.42,0.1,0.31,20.2,30,9,10,48.6,41.4,0.1,0.4,-1.4,"https://fbref.com/en/squads/d2c87802/2020-2021/Lorient-Stats"
2021,"Lorient","Ligue 1","opponent",27,38,67,454,157,34.6,11.95,4.13,0.13,0.36,19,19,10,11,52.5,44.1,0.1,14.5,12.9,"https://fbref.com/en/squads/d2c87802/2020-2021/Lorient-Stats"
2021,"Lyon","Ligue 1","team",29,38,76,601,222,36.9,15.82,5.84,0.11,0.29,17.2,23,11,11,81.4,73,0.12,-5.4,-8,"https://fbref.com/en/squads/d53c0b06/2020-2021/Lyon-Stats"
2021,"Lyon","Ligue 1","opponent",29,38,41,432,128,29.6,11.37,3.37,0.08,0.28,19.3,16,5,7,41.5,36.1,0.08,-0.5,-0.1,"https://fbref.com/en/squads/d53c0b06/2020-2021/Lyon-Stats"
2021,"Mainz 05","Bundesliga","team",31,34,39,374,134,35.8,11,3.94,0.09,0.25,17.4,10,5,5,49.9,46,0.13,-10.9,-12,"https://fbref.com/en/squads/a224b06a/2020-2021/Mainz-05-Stats"
2021,"Mainz 05","Bundesliga","opponent",31,34,55,444,156,35.1,13.06,4.59,0.11,0.31,16.9,16,6,7,52.1,46.9,0.11,2.9,2.1,"https://fbref.com/en/squads/a224b06a/2020-2021/Mainz-05-Stats"
2021,"Manchester City","Premier League","team",24,38,82,590,211,35.8,15.53,5.55,0.13,0.36,17.2,21,5,9,68.2,61.2,0.11,13.8,15.8,"https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats"
2021,"Manchester City","Premier League","opponent",24,38,31,273,90,33,7.18,2.37,0.08,0.26,18.6,15,8,10,30.2,22.3,0.08,0.8,0.7,"https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats"
2021,"Manchester Utd","Premier League","team",29,38,70,515,196,38.1,13.55,5.16,0.12,0.31,18.1,21,10,11,60.1,51.4,0.1,9.9,8.6,"https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats"
2021,"Manchester Utd","Premier League","opponent",29,38,42,424,137,32.3,11.16,3.61,0.09,0.28,17.8,14,4,4,41.4,38.4,0.09,0.6,-0.4,"https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats"
2021,"Marseille","Ligue 1","team",31,38,53,374,128,34.2,9.84,3.37,0.13,0.38,18.1,17,4,7,47,41.6,0.11,6,7.4,"https://fbref.com/en/squads/5725cc7b/2020-2021/Marseille-Stats"
2021,"Marseille","Ligue 1","opponent",31,38,46,443,129,29.1,11.66,3.39,0.1,0.33,18,20,3,3,47.4,45.1,0.1,-1.4,-2.1,"https://fbref.com/en/squads/5725cc7b/2020-2021/Marseille-Stats"
2021,"Metz","Ligue 1","team",27,38,42,425,127,29.9,11.18,3.34,0.08,0.28,20.6,31,7,11,44.1,35.8,0.08,-2.1,-0.8,"https://fbref.com/en/squads/f83960ae/2020-2021/Metz-Stats"
2021,"Metz","Ligue 1","opponent",27,38,47,467,137,29.3,12.29,3.61,0.07,0.26,19.3,22,12,13,49.2,39.3,0.09,-2.2,-4.3,"https://fbref.com/en/squads/f83960ae/2020-2021/Metz-Stats"
2021,"Milan","Serie A","team",29,38,72,537,184,34.3,14.13,4.84,0.11,0.31,18.4,30,15,20,70.7,56,0.11,1.3,1,"https://fbref.com/en/squads/dc56fe14/2020-2021/Milan-Stats"
2021,"Milan","Serie A","opponent",29,38,40,457,129,28.2,12.03,3.39,0.08,0.29,17.5,11,3,5,47,43.1,0.1,-7,-6.1,"https://fbref.com/en/squads/dc56fe14/2020-2021/Milan-Stats"
2021,"Monaco","Ligue 1","team",30,38,76,471,160,34,12.39,4.21,0.14,0.4,17.2,21,12,15,68.7,56.9,0.12,7.3,7.1,"https://fbref.com/en/squads/fd6114db/2020-2021/Monaco-Stats"
2021,"Monaco","Ligue 1","opponent",30,38,41,321,98,30.5,8.45,2.58,0.11,0.37,19.3,21,5,5,34.6,30.8,0.1,6.4,5.2,"https://fbref.com/en/squads/fd6114db/2020-2021/Monaco-Stats"
2021,"Montpellier","Ligue 1","team",25,38,60,459,168,36.6,12.08,4.42,0.13,0.35,17.1,27,2,5,51.9,48.1,0.11,8.1,9.9,"https://fbref.com/en/squads/281b0e73/2020-2021/Montpellier-Stats"
2021,"Montpellier","Ligue 1","opponent",25,38,60,547,185,33.8,14.39,4.87,0.09,0.26,18.1,28,12,12,66.2,56.9,0.11,-6.2,-8.9,"https://fbref.com/en/squads/281b0e73/2020-2021/Montpellier-Stats"
2021,"Nantes","Ligue 1","team",25,38,47,402,120,29.9,10.58,3.16,0.1,0.33,18.9,17,8,9,49,42.2,0.11,-2,-3.2,"https://fbref.com/en/squads/d7a486cd/2020-2021/Nantes-Stats"
2021,"Nantes","Ligue 1","opponent",25,38,54,448,157,35,11.79,4.13,0.1,0.28,17.9,21,10,12,53.6,44.3,0.1,0.4,-0.3,"https://fbref.com/en/squads/d7a486cd/2020-2021/Nantes-Stats"
2021,"Napoli","Serie A","team",25,38,83,637,217,34.1,16.76,5.71,0.12,0.35,18.1,25,7,8,67.7,61.4,0.1,15.3,14.6,"https://fbref.com/en/squads/d48ad4ff/2020-2021/Napoli-Stats"
2021,"Napoli","Serie A","opponent",25,38,40,387,118,30.5,10.18,3.11,0.09,0.3,17.3,16,5,5,42.6,38.7,0.1,-2.6,-3.7,"https://fbref.com/en/squads/d48ad4ff/2020-2021/Napoli-Stats"
2021,"Newcastle Utd","Premier League","team",27,38,44,390,130,33.3,10.26,3.42,0.1,0.29,18.3,25,6,7,43.4,37.8,0.1,0.6,0.2,"https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats"
2021,"Newcastle Utd","Premier League","opponent",27,38,59,567,183,32.3,14.92,4.82,0.1,0.3,17.7,17,4,5,58.3,54.4,0.1,0.7,0.6,"https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats"
2021,"Nice","Ligue 1","team",31,38,49,402,138,34.3,10.58,3.63,0.1,0.3,17.8,17,7,7,48,42.7,0.11,1,-0.7,"https://fbref.com/en/squads/132ebc33/2020-2021/Nice-Stats"
