"Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Num_Players","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected"
"Premier League","M","ENG",2022,"vs Leicester City","opponent",28,38,58,556,183,32.9,14.63,4.82,0.09,0.28,16.4,15,7,9,59.3,52.6,0.1,-1.3,-1.6
"Premier League","M","ENG",2022,"vs Liverpool","opponent",27,38,25,297,107,36,7.82,2.82,0.08,0.23,17.2,14,0,0,33.8,33.8,0.12,-8.8,-8.8
"Premier League","M","ENG",2022,"vs Manchester City","opponent",26,38,26,236,84,35.6,6.21,2.21,0.11,0.3,17.2,9,1,1,24.6,23.9,0.1,1.4,1.1
"Premier League","M","ENG",2022,"vs Manchester Utd","opponent",29,38,54,506,175,34.6,13.32,4.61,0.1,0.29,17.7,14,3,5,53,49.4,0.1,1,1.6
"Premier League","M","ENG",2022,"vs Newcastle Utd","opponent",29,38,60,524,159,30.3,13.79,4.18,0.1,0.35,17.6,23,5,6,57.1,52.6,0.1,2.9,2.4
"Premier League","M","ENG",2022,"vs Norwich City","opponent",28,38,82,619,212,34.2,16.29,5.58,0.12,0.34,16.9,16,9,12,75.5,66.3,0.11,6.5,6.7
"Premier League","M","ENG",2022,"vs Southampton","opponent",25,38,65,493,181,36.7,12.97,4.76,0.13,0.35,16.2,11,2,2,60,58.5,0.12,5,4.5
"Premier League","M","ENG",2022,"vs Tottenham","opponent",25,38,39,490,135,27.6,12.89,3.55,0.08,0.27,17.6,11,2,2,39.3,37.7,0.08,-0.3,-0.7
"Premier League","M","ENG",2022,"vs Watford","opponent",30,38,74,554,181,32.7,14.58,4.76,0.12,0.38,16.9,16,6,7,64.5,59,0.11,9.5,9
"Premier League","M","ENG",2022,"vs West Ham","opponent",25,38,49,542,160,29.5,14.26,4.21,0.09,0.29,17.5,15,2,6,53.5,48.8,0.09,-4.5,-1.8
"Premier League","M","ENG",2022,"vs Wolves","opponent",26,38,42,499,158,31.7,13.13,4.16,0.07,0.21,17.4,23,9,10,56.9,49.2,0.1,-14.9,-16.2
"Premier League","M","ENG",2023,"Arsenal","team",26,38,84,589,194,32.9,15.5,5.11,0.14,0.42,16,16,3,4,71.6,68.9,0.12,12.4,12.1
"Premier League","M","ENG",2023,"Aston Villa","team",26,38,49,427,145,34,11.24,3.82,0.11,0.32,18,18,3,4,50.3,47.2,0.11,-1.3,-1.2
"Premier League","M","ENG",2023,"Bournemouth","team",31,38,37,358,126,35.2,9.42,3.32,0.1,0.29,15.5,14,0,0,38.5,38.5,0.11,-1.5,-1.5
"Premier League","M","ENG",2023,"Brentford","team",25,38,56,400,147,36.8,10.53,3.87,0.12,0.33,15.7,14,7,8,56.3,50.1,0.13,-0.3,-1.1
"Premier League","M","ENG",2023,"Brighton","team",29,38,68,607,219,36.1,15.97,5.76,0.1,0.28,16.8,12,6,6,73.3,68.9,0.12,-5.3,-6.9
"Premier League","M","ENG",2023,"Chelsea","team",32,38,37,481,151,31.4,12.66,3.97,0.07,0.23,16.8,10,3,3,49.5,47.2,0.1,-12.5,-13.2
"Premier League","M","ENG",2023,"Crystal Palace","team",26,38,38,423,133,31.4,11.13,3.5,0.09,0.28,17.6,23,1,3,39.3,36.8,0.09,-1.3,0.2
"Premier League","M","ENG",2023,"Everton","team",28,38,32,426,143,33.6,11.21,3.76,0.07,0.2,16.8,12,3,3,45.2,42.8,0.1,-13.2,-13.8
"Premier League","M","ENG",2023,"Fulham","team",29,38,52,420,137,32.6,11.05,3.61,0.11,0.34,17.3,17,5,9,46.2,39.1,0.1,5.8,7.9
"Premier League","M","ENG",2023,"Leeds United","team",29,38,45,459,141,30.7,12.08,3.71,0.1,0.31,16.6,19,1,3,47.3,44.9,0.1,-2.3,-0.9
"Premier League","M","ENG",2023,"Leicester City","team",28,38,49,412,142,34.5,10.84,3.74,0.11,0.32,17.7,14,3,6,50.5,45.7,0.11,-1.5,0.3
"Premier League","M","ENG",2023,"Liverpool","team",28,38,71,601,203,33.8,15.82,5.34,0.11,0.34,16.2,7,2,4,71.5,68.4,0.12,-0.5,0.6
"Premier League","M","ENG",2023,"Manchester City","team",24,38,92,590,205,34.7,15.53,5.39,0.14,0.4,16.6,20,9,10,78.6,71.1,0.12,13.4,11.9
"Premier League","M","ENG",2023,"Manchester Utd","team",26,38,56,590,206,34.9,15.53,5.42,0.09,0.26,17.8,20,3,3,67.7,65.3,0.11,-11.7,-12.3
"Premier League","M","ENG",2023,"Newcastle Utd","team",27,38,64,565,184,32.6,14.87,4.84,0.1,0.32,15.6,15,6,6,71.9,67.3,0.12,-7.9,-9.3
"Premier League","M","ENG",2023,"Nott'ham Forest","team",33,38,36,362,111,30.7,9.53,2.92,0.09,0.3,17.2,9,3,6,39.3,34.6,0.1,-3.3,-1.6
"Premier League","M","ENG",2023,"Southampton","team",36,38,36,413,132,32,10.87,3.47,0.08,0.26,18.1,17,2,4,37.8,34.6,0.09,-1.8,-0.6
"Premier League","M","ENG",2023,"Tottenham","team",29,38,68,512,186,36.3,13.47,4.89,0.12,0.34,16.7,14,5,6,57,52.3,0.1,11,10.7
"Premier League","M","ENG",2023,"West Ham","team",25,38,41,466,133,28.5,12.26,3.5,0.08,0.26,17.3,13,6,8,49.2,43.7,0.1,-8.2,-8.7
"Premier League","M","ENG",2023,"Wolves","team",32,38,28,409,119,29.1,10.76,3.13,0.06,0.21,18,18,3,3,36.8,34.5,0.09,-8.8,-9.5
"Premier League","M","ENG",2023,"vs Arsenal","opponent",26,38,42,337,133,39.5,8.87,3.5,0.12,0.29,16.1,8,3,5,42,38,0.11,0,1
"Premier League","M","ENG",2023,"vs Aston Villa","opponent",26,38,42,424,145,34.2,11.16,3.82,0.09,0.26,16.5,14,5,6,52.5,47.9,0.12,-10.5,-10.9
"Premier League","M","ENG",2023,"vs Bournemouth","opponent",31,38,68,619,198,32,16.29,5.21,0.1,0.31,17,15,6,7,63.8,58.3,0.1,4.2,3.7
"Premier League","M","ENG",2023,"vs Brentford","opponent",25,38,43,557,195,35,14.66,5.13,0.07,0.21,18.4,13,2,2,48.8,47.6,0.09,-5.8,-6.6
"Premier League","M","ENG",2023,"vs Brighton","opponent",29,38,47,380,123,32.4,10,3.24,0.11,0.33,16.2,15,6,8,50.2,43.7,0.12,-3.2,-2.7
"Premier League","M","ENG",2023,"vs Chelsea","opponent",32,38,44,437,158,36.2,11.5,4.16,0.1,0.27,16.7,10,1,1,52.5,51.7,0.12,-8.5,-8.7
"Premier League","M","ENG",2023,"vs Crystal Palace","opponent",26,38,46,452,156,34.5,11.89,4.11,0.09,0.27,16.2,14,4,4,48.1,44.9,0.1,-2.1,-2.9
"Premier League","M","ENG",2023,"vs Everton","opponent",28,38,57,570,179,31.4,15,4.71,0.09,0.29,16.4,15,5,6,65.5,60.9,0.11,-8.5,-8.9
"Premier League","M","ENG",2023,"vs Fulham","opponent",29,38,51,497,188,37.8,13.08,4.95,0.09,0.23,16.7,20,7,8,63.6,57.8,0.12,-12.6,-13.8
"Premier League","M","ENG",2023,"vs Leeds United","opponent",29,38,77,522,180,34.5,13.74,4.74,0.14,0.4,16.5,19,5,6,67.1,62.4,0.12,9.9,9.6
"Premier League","M","ENG",2023,"vs Leicester City","opponent",28,38,63,567,173,30.5,14.92,4.55,0.1,0.34,17.2,21,4,5,63.3,59.8,0.11,-0.3,-0.8
"Premier League","M","ENG",2023,"vs Liverpool","opponent",28,38,45,366,154,42.1,9.63,4.05,0.12,0.28,15.9,9,2,4,50.8,47.9,0.13,-5.8,-4.9
"Premier League","M","ENG",2023,"vs Manchester City","opponent",24,38,32,291,89,30.6,7.66,2.34,0.1,0.33,17.2,11,3,3,32.1,29.8,0.11,-0.1,-0.8
"Premier League","M","ENG",2023,"vs Manchester Utd","opponent",26,38,42,478,139,29.1,12.58,3.66,0.08,0.29,16.6,18,2,3,50.4,48,0.1,-8.4,-8
"Premier League","M","ENG",2023,"vs Newcastle Utd","opponent",27,38,31,382,123,32.2,10.05,3.24,0.08,0.24,17.6,13,2,5,39.5,35.6,0.09,-8.5,-6.6
"Premier League","M","ENG",2023,"vs Nott'ham Forest","opponent",33,38,68,548,174,31.8,14.42,4.58,0.11,0.36,16.3,21,6,9,64.2,57.5,0.11,3.8,4.5
"Premier League","M","ENG",2023,"vs Southampton","opponent",36,38,68,523,147,28.1,13.76,3.87,0.13,0.45,16.5,11,2,3,60.8,58.4,0.12,7.2,7.6
"Premier League","M","ENG",2023,"vs Tottenham","opponent",29,38,62,516,168,32.6,13.58,4.42,0.11,0.35,18.1,18,3,4,49.6,46.5,0.09,12.4,12.5
"Premier League","M","ENG",2023,"vs West Ham","opponent",25,38,54,493,165,33.5,12.97,4.34,0.1,0.3,17.6,10,4,6,53,48.4,0.1,1,1.6
"Premier League","M","ENG",2023,"vs Wolves","opponent",32,38,57,551,170,30.9,14.5,4.47,0.1,0.32,17.2,27,2,4,59.9,56.7,0.11,-2.9,-1.7
"Premier League","M","ENG",2024,"Arsenal","team",25,38,86,647,209,32.3,17.03,5.5,0.12,0.36,15.8,6,10,10,76.1,68.5,0.11,9.9,7.5
"Premier League","M","ENG",2024,"Aston Villa","team",31,38,72,511,182,35.6,13.45,4.79,0.13,0.37,16,15,4,4,63.3,60.3,0.12,8.7,7.7
"Premier League","M","ENG",2024,"Bournemouth","team",30,38,52,539,175,32.5,14.18,4.61,0.09,0.29,16.7,18,2,3,55.9,53.6,0.1,-3.9,-3.6
"Premier League","M","ENG",2024,"Brentford","team",28,38,54,470,159,33.8,12.37,4.18,0.11,0.32,15.6,17,3,3,58.2,56,0.12,-4.2,-5
"Premier League","M","ENG",2024,"Brighton","team",30,38,50,555,198,35.7,14.61,5.21,0.08,0.23,16.7,11,5,6,56.8,52.2,0.1,-6.8,-7.2
"Premier League","M","ENG",2024,"Burnley","team",31,38,40,430,137,31.9,11.32,3.61,0.09,0.27,17.7,13,3,3,40.6,38.3,0.09,-0.6,-1.3
"Premier League","M","ENG",2024,"Chelsea","team",32,38,76,537,194,36.1,14.13,5.11,0.12,0.34,17.3,22,11,12,74.5,65.1,0.12,1.5,-0.1
"Premier League","M","ENG",2024,"Crystal Palace","team",26,38,56,452,162,35.8,11.89,4.26,0.12,0.32,17.2,20,4,4,48.6,45.4,0.1,7.4,6.6
"Premier League","M","ENG",2024,"Everton","team",26,38,40,504,152,30.2,13.26,4,0.08,0.25,16.7,14,2,3,54,51.6,0.11,-14,-13.6
"Premier League","M","ENG",2024,"Fulham","team",25,38,54,499,175,35.1,13.13,4.61,0.1,0.3,17,14,2,2,50.8,49.2,0.1,3.2,2.8
"Premier League","M","ENG",2024,"Liverpool","team",30,38,80,781,263,33.7,20.55,6.92,0.09,0.28,17.2,18,6,9,87.8,80.4,0.11,-7.8,-6.4
"Premier League","M","ENG",2024,"Luton Town","team",28,38,49,427,134,31.4,11.24,3.53,0.1,0.33,16.3,11,5,5,42.4,38.6,0.09,6.6,5.4
"Premier League","M","ENG",2024,"Manchester City","team",25,38,94,683,264,38.7,17.97,6.95,0.12,0.32,17.1,25,9,10,80.5,72.9,0.11,13.5,12.1
"Premier League","M","ENG",2024,"Manchester Utd","team",31,38,57,543,182,33.5,14.29,4.79,0.09,0.28,17.4,15,6,7,56.5,51,0.1,0.5,0
"Premier League","M","ENG",2024,"Newcastle Utd","team",32,38,83,542,196,36.2,14.26,5.16,0.14,0.38,15.7,9,8,9,76,69,0.13,7,6
"Premier League","M","ENG",2024,"Nott'ham Forest","team",33,38,49,450,143,31.8,11.84,3.76,0.11,0.34,17.2,7,1,1,49.9,49.1,0.11,-0.9,-1.1
"Premier League","M","ENG",2024,"Sheffield Utd","team",35,38,31,360,117,32.5,9.47,3.08,0.07,0.22,17.4,8,5,5,38.3,34.4,0.1,-7.3,-8.4
"Premier League","M","ENG",2024,"Tottenham","team",29,38,69,582,207,35.6,15.32,5.45,0.12,0.32,16.5,11,2,2,68.2,66.7,0.12,0.8,0.3
"Premier League","M","ENG",2024,"West Ham","team",26,38,58,445,146,32.8,11.71,3.84,0.12,0.37,16.2,17,4,5,52.3,48.4,0.11,5.7,5.6
"Premier League","M","ENG",2024,"Wolves","team",27,38,47,425,153,36,11.18,4.03,0.1,0.28,16.7,12,4,4,46.7,43.6,0.11,0.3,-0.6
"Premier League","M","ENG",2024,"vs Arsenal","opponent",25,38,28,320,80,25,8.42,2.11,0.08,0.33,18.3,12,2,3,27.9,25.7,0.08,0.1,0.3
"Premier League","M","ENG",2024,"vs Aston Villa","opponent",31,38,57,453,171,37.7,11.92,4.5,0.12,0.33,15.7,13,1,2,59.9,58.2,0.13,-2.9,-2.2
"Premier League","M","ENG",2024,"vs Bournemouth","opponent",30,38,66,527,187,35.5,13.87,4.92,0.11,0.32,16.6,9,6,7,58.1,52.5,0.1,7.9,7.5
"Premier League","M","ENG",2024,"vs Brentford","opponent",28,38,65,546,182,33.3,14.37,4.79,0.12,0.35,17.8,10,2,2,56,54.4,0.1,9,8.6
"Premier League","M","ENG",2024,"vs Brighton","opponent",30,38,60,462,159,34.4,12.16,4.18,0.12,0.34,16.3,15,6,6,55.4,50.7,0.11,4.6,3.3
"Premier League","M","ENG",2024,"vs Burnley","opponent",31,38,75,608,237,39,16,6.24,0.11,0.29,16.1,16,6,7,70.4,64.9,0.11,4.6,4.1
"Premier League","M","ENG",2024,"vs Chelsea","opponent",32,38,60,551,182,33,14.5,4.79,0.1,0.31,16.9,25,3,5,58.1,54.1,0.1,1.9,2.9
"Premier League","M","ENG",2024,"vs Crystal Palace","opponent",26,38,56,457,151,33,12.03,3.97,0.12,0.35,15.8,8,3,3,52,49.6,0.11,4,3.4
"Premier League","M","ENG",2024,"vs Everton","opponent",26,38,48,530,157,29.6,13.95,4.13,0.08,0.25,16.9,12,8,8,55.2,49.1,0.1,-7.2,-9.1
"Premier League","M","ENG",2024,"vs Fulham","opponent",25,38,57,515,182,35.3,13.55,4.79,0.1,0.27,16.6,16,8,8,62.9,56.9,0.11,-5.9,-7.9
"Premier League","M","ENG",2024,"vs Liverpool","opponent",30,38,39,413,146,35.4,10.87,3.84,0.09,0.26,17.3,17,1,1,45.7,45,0.11,-6.7,-7
"Premier League","M","ENG",2024,"vs Luton Town","opponent",28,38,81,656,219,33.4,17.26,5.76,0.12,0.35,16.6,18,4,4,78,74.9,0.12,3,2.1
"Premier League","M","ENG",2024,"vs Manchester City","opponent",25,38,33,291,106,36.4,7.66,2.79,0.1,0.28,16.2,6,3,3,35.6,33.2,0.12,-2.6,-3.2
"Premier League","M","ENG",2024,"vs Manchester Utd","opponent",31,38,57,660,196,29.7,17.37,5.16,0.08,0.26,16.7,17,7,7,68.9,63.4,0.1,-11.9,-13.4
"Premier League","M","ENG",2024,"vs Newcastle Utd","opponent",32,38,61,529,190,35.9,13.92,5,0.11,0.3,16.9,13,4,5,61.4,57.4,0.11,-0.4,-0.4
"Premier League","M","ENG",2024,"vs Nott'ham Forest","opponent",33,38,65,505,159,31.5,13.29,4.18,0.12,0.38,17.1,21,4,4,53.2,50.1,0.1,11.8,10.9
"Premier League","M","ENG",2024,"vs Sheffield Utd","opponent",35,38,97,671,258,38.5,17.66,6.79,0.14,0.36,16.6,14,5,7,76.7,71.2,0.11,20.3,20.8
"Premier League","M","ENG",2024,"vs Tottenham","opponent",29,38,58,478,160,33.5,12.58,4.21,0.11,0.32,15.9,12,7,7,63.4,58.4,0.13,-5.4,-7.4
"Premier League","M","ENG",2024,"vs West Ham","opponent",26,38,70,642,231,36,16.89,6.08,0.1,0.27,17.5,16,8,10,71.1,63.2,0.1,-1.1,-1.2
"Premier League","M","ENG",2024,"vs Wolves","opponent",27,38,64,568,195,34.3,14.95,5.13,0.1,0.29,16.6,13,8,8,67.7,61.4,0.11,-3.7,-5.4
